fips	type	county	county_abbr	state	state_abbr	region	vulnerability	latitude	longitude	population	pph
20189	county	Stevens County	Stevens	Kansas	KS	7	11.46819572	37.202356	-101.315796	5806	2.91
20191	county	Sumner County	Sumner	Kansas	KS	7	12.84456697	37.236663	-97.493349	23535	2.58
20193	county	Thomas County	Thomas	Kansas	KS	7	11.74207235	39.357706	-101.083438	7904	2.42
20195	county	Trego County	Trego	Kansas	KS	7	12.69386676	38.921302	-99.865423	2927	2.35
20197	county	Wabaunsee County	Wabaunsee	Kansas	KS	7	11.42557078	38.955154	-96.201262	6951	2.58
20199	county	Wallace County	Wallace	Kansas	KS	7	13.55133015	38.926626	-101.771103	1518	2.54
20201	county	Washington County	Washington	Kansas	KS	7	13.92440103	39.776714	-97.095611	5598	2.26
20203	county	Wichita County	Wichita	Kansas	KS	7	12.58546512	38.481922	-101.347434	2157	2.52
20205	county	Wilson County	Wilson	Kansas	KS	7	16.62703186	37.558515	-95.745175	8856	2.4
20207	county	Woodson County	Woodson	Kansas	KS	7	16.17241712	37.888484	-95.757553	3115	2.12
20209	county	Wyandotte County	Wyandotte	Kansas	KS	7	15.41470085	39.115384	-94.763087	163369	2.74
21001	county	Adair County	Adair	Kentucky	KY	4	16.01223049	37.105541	-85.2814	19027	2.44
21003	county	Allen County	Allen	Kentucky	KY	4	15.09364861	36.75077	-86.192458	20640	2.46
21005	county	Anderson County	Anderson	Kentucky	KY	4	11.26204305	38.005396	-84.986417	21979	2.58
21007	county	Ballard County	Ballard	Kentucky	KY	4	13.97874297	37.05112	-89.009178	8212	2.46
21009	county	Barren County	Barren	Kentucky	KY	4	15.62842048	36.963614	-85.92499	43570	2.51
21011	county	Bath County	Bath	Kentucky	KY	4	17.94838016	38.152249	-83.737641	12228	2.61
21013	county	Bell County	Bell	Kentucky	KY	4	21.03038285	36.72268	-83.681046	27337	2.46
21015	county	Boone County	Boone	Kentucky	KY	4	9.559998664	38.974595	-84.731444	127712	2.78
21017	county	Bourbon County	Bourbon	Kentucky	KY	4	13.56423241	38.202562	-84.20986	20116	2.51
21019	county	Boyd County	Boyd	Kentucky	KY	4	15.84677836	38.360004	-82.681406	48325	2.41
21021	county	Boyle County	Boyle	Kentucky	KY	4	14.25953741	37.6182	-84.873016	29809	2.38
21023	county	Bracken County	Bracken	Kentucky	KY	4	13.31660981	38.678523	-84.100355	8321	2.59
21025	county	Breathitt County	Breathitt	Kentucky	KY	4	21.65960118	37.521178	-83.322401	13484	2.52
21027	county	Breckinridge County	Breckinridge	Kentucky	KY	4	15.76274129	37.778109	-86.432829	20018	2.74
21029	county	Bullitt County	Bullitt	Kentucky	KY	4	10.61354615	37.969572	-85.703036	78702	2.69
21031	county	Butler County	Butler	Kentucky	KY	4	16.20804203	37.207013	-86.682471	12938	2.45
21033	county	Caldwell County	Caldwell	Kentucky	KY	4	16.06175987	37.148643	-87.87051	12681	2.44
21035	county	Calloway County	Calloway	Kentucky	KY	4	14.67285172	36.620978	-88.274086	38343	2.28
21037	county	Campbell County	Campbell	Kentucky	KY	4	11.90059366	38.946981	-84.379583	92066	2.49
21039	county	Carlisle County	Carlisle	Kentucky	KY	4	14.83949252	36.857726	-88.975757	4874	2.46
21041	county	Carroll County	Carroll	Kentucky	KY	4	15.37470036	38.668284	-85.124083	10699	2.46
21043	county	Carter County	Carter	Kentucky	KY	4	16.01141784	38.309555	-83.048821	27158	2.59
21045	county	Casey County	Casey	Kentucky	KY	4	18.37237062	37.321962	-84.92822	15808	2.59
21047	county	Christian County	Christian	Kentucky	KY	4	13.34026887	36.893388	-87.493554	73309	2.65
21049	county	Clark County	Clark	Kentucky	KY	4	13.65319359	37.970133	-84.144974	35757	2.43
21051	county	Clay County	Clay	Kentucky	KY	4	20.95780669	37.164466	-83.710763	21013	2.71
21053	county	Clinton County	Clinton	Kentucky	KY	4	16.44763856	36.729124	-85.153499	10174	2.54
21055	county	Crittenden County	Crittenden	Kentucky	KY	4	16.89243119	37.358149	-88.10501	9183	2.41
21057	county	Cumberland County	Cumberland	Kentucky	KY	4	17.79189955	36.784227	-85.393499	6759	2.59
21059	county	Daviess County	Daviess	Kentucky	KY	4	13.01762778	37.731671	-87.087139	99259	2.51
21061	county	Edmonson County	Edmonson	Kentucky	KY	4	17.16308923	37.227856	-86.217778	12007	2.47
21063	county	Elliott County	Elliott	Kentucky	KY	4	19.49921664	38.116425	-83.097541	7648	2.59
21065	county	Estill County	Estill	Kentucky	KY	4	18.7736209	37.69246	-83.963927	14375	2.48
21067	county	Fayette County	Fayette	Kentucky	KY	4	12.48447252	38.040157	-84.458443	314488	2.34
21069	county	Fleming County	Fleming	Kentucky	KY	4	16.10219363	38.368431	-83.706152	14637	2.6
21071	county	Floyd County	Floyd	Kentucky	KY	4	19.65882671	37.558283	-82.740337	37756	2.49
21073	county	Franklin County	Franklin	Kentucky	KY	4	13.73447415	38.234919	-84.868786	50375	2.25
21075	county	Fulton County	Fulton	Kentucky	KY	4	18.35024058	36.55262	-89.187723	6238	2.3
21077	county	Gallatin County	Gallatin	Kentucky	KY	4	13.24983588	38.760184	-84.862114	8636	2.81
21079	county	Garrard County	Garrard	Kentucky	KY	4	15.06598948	37.630162	-84.545856	17237	2.66
21081	county	Grant County	Grant	Kentucky	KY	4	13.32446454	38.64921	-84.625946	24757	2.92
21083	county	Graves County	Graves	Kentucky	KY	4	14.80731806	36.723344	-88.649897	37421	2.54
21085	county	Grayson County	Grayson	Kentucky	KY	4	16.60145632	37.458577	-86.344011	26221	2.57
21087	county	Green County	Green	Kentucky	KY	4	17.50518868	37.269637	-85.561403	11010	2.47
21089	county	Greenup County	Greenup	Kentucky	KY	4	15.37409006	38.563596	-82.933832	36068	2.51
21091	county	Hancock County	Hancock	Kentucky	KY	4	13.22997149	37.843389	-86.792773	8692	2.53
21093	county	Hardin County	Hardin	Kentucky	KY	4	12.31447221	37.695836	-85.963183	106439	2.6
21095	county	Harlan County	Harlan	Kentucky	KY	4	20.42922762	36.859223	-83.221497	27703	2.51
21097	county	Harrison County	Harrison	Kentucky	KY	4	14.1987976	38.443489	-84.332796	18763	2.56
21099	county	Hart County	Hart	Kentucky	KY	4	17.85822181	37.313856	-85.881994	18454	2.54
21101	county	Henderson County	Henderson	Kentucky	KY	4	14.65531711	37.792542	-87.572577	46407	2.4
21103	county	Henry County	Henry	Kentucky	KY	4	13.09913793	38.451561	-85.120079	15620	2.55
21105	county	Hickman County	Hickman	Kentucky	KY	4	16.49043075	36.675916	-88.97202	4612	2.34
21107	county	Hopkins County	Hopkins	Kentucky	KY	4	14.31771632	37.31107	-87.542196	46222	2.48
21109	county	Jackson County	Jackson	Kentucky	KY	4	20.1856351	37.40332	-84.020686	13352	2.33
21111	county	Jefferson County	Jefferson	Kentucky	KY	4	13.15671324	38.189533	-85.657624	763623	2.39
21113	county	Jessamine County	Jessamine	Kentucky	KY	4	12.62503332	37.873291	-84.58396	51961	2.63
21115	county	Johnson County	Johnson	Kentucky	KY	4	18.86706329	37.84926	-82.830639	23175	2.5
21117	county	Kenton County	Kenton	Kentucky	KY	4	11.51513254	38.930477	-84.533492	165012	2.56
21119	county	Knott County	Knott	Kentucky	KY	4	18.69579354	37.354703	-82.949138	15693	2.63
21121	county	Knox County	Knox	Kentucky	KY	4	19.36726472	36.887476	-83.85563	31730	2.53
21123	county	Larue County	Larue	Kentucky	KY	4	14.85282541	37.545518	-85.697209	14241	2.66
21125	county	Laurel County	Laurel	Kentucky	KY	4	14.84126231	37.113268	-84.119395	60094	2.55
21127	county	Lawrence County	Lawrence	Kentucky	KY	4	17.9885978	38.074459	-82.738305	15745	2.7
21129	county	Lee County	Lee	Kentucky	KY	4	21.08180183	37.605383	-83.718497	6752	2.28
21131	county	Leslie County	Leslie	Kentucky	KY	4	19.77485755	37.087846	-83.388616	10711	2.62
21133	county	Letcher County	Letcher	Kentucky	KY	4	18.83555935	37.118503	-82.861175	23123	2.56
21135	county	Lewis County	Lewis	Kentucky	KY	4	17.70179628	38.532051	-83.373303	13682	2.74
21137	county	Lincoln County	Lincoln	Kentucky	KY	4	16.46960153	37.457256	-84.658074	24463	2.52
21139	county	Livingston County	Livingston	Kentucky	KY	4	15.39531494	37.209517	-88.363426	9316	2.62
21141	county	Logan County	Logan	Kentucky	KY	4	14.85635831	36.859829	-86.881436	26910	2.43
21143	county	Lyon County	Lyon	Kentucky	KY	4	16.24204545	37.023976	-88.083391	8306	2.12
21145	county	McCracken County	McCracken	Kentucky	KY	4	15.19817334	37.053688	-88.712378	65018	2.38
21147	county	McCreary County	McCreary	Kentucky	KY	4	21.73491134	36.731136	-84.491052	17878	2.57
21149	county	McLean County	McLean	Kentucky	KY	4	14.93637098	37.530575	-87.262931	9512	2.5
21151	county	Madison County	Madison	Kentucky	KY	4	13.23310777	37.723528	-84.277008	87824	2.49
21153	county	Magoffin County	Magoffin	Kentucky	KY	4	19.23133803	37.698953	-83.069716	12808	2.64
21155	county	Marion County	Marion	Kentucky	KY	4	13.58883653	37.552247	-85.269242	19365	2.52
21157	county	Marshall County	Marshall	Kentucky	KY	4	13.16444762	36.882017	-88.332752	31101	2.57
21159	county	Martin County	Martin	Kentucky	KY	4	22.37345337	37.796774	-82.506623	12307	2.55
21161	county	Mason County	Mason	Kentucky	KY	4	14.91991682	38.594068	-83.828052	17099	2.6
21163	county	Meade County	Meade	Kentucky	KY	4	12.41267232	37.967476	-86.200863	27924	2.79
21165	county	Menifee County	Menifee	Kentucky	KY	4	19.16434494	37.950715	-83.597345	6358	2.58
21167	county	Mercer County	Mercer	Kentucky	KY	4	14.10759281	37.812085	-84.879694	21407	2.42
21169	county	Metcalfe County	Metcalfe	Kentucky	KY	4	18.08261379	36.990394	-85.629554	9909	2.53
21171	county	Monroe County	Monroe	Kentucky	KY	4	17.91077013	36.714077	-85.713508	10667	2.43
21173	county	Montgomery County	Montgomery	Kentucky	KY	4	14.87321378	38.038138	-83.912337	27608	2.59
21175	county	Morgan County	Morgan	Kentucky	KY	4	17.7967351	37.92294	-83.258944	13275	2.54
21177	county	Muhlenberg County	Muhlenberg	Kentucky	KY	4	16.30398497	37.213816	-87.134092	31183	2.51
21179	county	Nelson County	Nelson	Kentucky	KY	4	12.48854682	37.803188	-85.465955	45126	2.62
21181	county	Nicholas County	Nicholas	Kentucky	KY	4	15.31556604	38.337132	-84.025554	7131	2.42
21183	county	Ohio County	Ohio	Kentucky	KY	4	15.44734433	37.477859	-86.844871	24216	2.71
21185	county	Oldham County	Oldham	Kentucky	KY	4	7.402590734	38.400046	-85.456059	64875	2.89
21187	county	Owen County	Owen	Kentucky	KY	4	14.33101578	38.499603	-84.841509	10730	2.34
21189	county	Owsley County	Owsley	Kentucky	KY	4	24.21927684	37.423452	-83.691566	4461	2.7
21191	county	Pendleton County	Pendleton	Kentucky	KY	4	12.94328068	38.690765	-84.35404	14408	2.71
21193	county	Perry County	Perry	Kentucky	KY	4	18.45998319	37.241282	-83.217772	27565	2.58
21195	county	Pike County	Pike	Kentucky	KY	4	18.17579128	37.482067	-82.402869	61792	2.41
21197	county	Powell County	Powell	Kentucky	KY	4	18.74110372	37.810379	-83.826985	12269	2.63
21199	county	Pulaski County	Pulaski	Kentucky	KY	4	16.8935701	37.108312	-84.579986	63782	2.39
21201	county	Robertson County	Robertson	Kentucky	KY	4	17.43500245	38.513826	-84.063757	2138	2.5
21203	county	Rockcastle County	Rockcastle	Kentucky	KY	4	17.31089732	37.36122	-84.314419	16942	2.52
21205	county	Rowan County	Rowan	Kentucky	KY	4	14.94138352	38.205894	-83.425969	23892	2.49
21207	county	Russell County	Russell	Kentucky	KY	4	17.42389905	36.989127	-85.058976	17662	2.4
21209	county	Scott County	Scott	Kentucky	KY	4	10.19565315	38.289882	-84.579376	52420	2.6
21211	county	Shelby County	Shelby	Kentucky	KY	4	11.15967541	38.239426	-85.22836	45632	2.66
21213	county	Simpson County	Simpson	Kentucky	KY	4	13.44538523	36.740863	-86.581464	18006	2.54
21215	county	Spencer County	Spencer	Kentucky	KY	4	9.790837479	38.026976	-85.321525	17894	2.76
21217	county	Taylor County	Taylor	Kentucky	KY	4	15.37318351	37.365106	-85.326698	25420	2.43
21219	county	Todd County	Todd	Kentucky	KY	4	15.90709577	36.840338	-87.183642	12531	2.7
21221	county	Trigg County	Trigg	Kentucky	KY	4	15.66863905	36.807681	-87.858652	14233	2.38
21223	county	Trimble County	Trimble	Kentucky	KY	4	13.54054298	38.618193	-85.355171	8769	2.5
21225	county	Union County	Union	Kentucky	KY	4	14.45881219	37.658029	-87.95165	15050	2.44
21227	county	Warren County	Warren	Kentucky	KY	4	13.30379442	36.995634	-86.423579	122851	2.47
21229	county	Washington County	Washington	Kentucky	KY	4	14.09727531	37.754209	-85.175416	12063	2.54
21231	county	Wayne County	Wayne	Kentucky	KY	4	18.64297386	36.802011	-84.83044	20464	2.54
21233	county	Webster County	Webster	Kentucky	KY	4	14.82618671	37.520021	-87.685095	13170	2.58
21235	county	Whitley County	Whitley	Kentucky	KY	4	17.3506305	36.758021	-84.14455	36129	2.6
21237	county	Wolfe County	Wolfe	Kentucky	KY	4	21.98360806	37.743774	-83.495068	7259	2.58
21239	county	Woodford County	Woodford	Kentucky	KY	4	11.34083957	38.042789	-84.748147	25793	2.55
22001	county	Acadia Parish	Acadia	Louisiana	LA	6	14.94726664	30.291497	-92.411037	62577	2.7
22003	county	Allen Parish	Allen	Louisiana	LA	6	14.69391892	30.652744	-92.819605	25683	2.66
22005	county	Ascension Parish	Ascension	Louisiana	LA	6	10.02341883	30.202946	-90.910023	119455	2.85
22007	county	Assumption Parish	Assumption	Louisiana	LA	6	14.79362718	29.899884	-91.050528	22842	2.68
22009	county	Avoyelles Parish	Avoyelles	Louisiana	LA	6	17.04941717	31.085094	-91.993797	41103	2.49
22011	county	Beauregard Parish	Beauregard	Louisiana	LA	6	14.08546771	30.645018	-93.340253	36462	2.67
22013	county	Bienville Parish	Bienville	Louisiana	LA	6	18.0653668	32.344268	-93.061513	13786	2.45
22015	county	Bossier Parish	Bossier	Louisiana	LA	6	11.80162826	32.696202	-93.617977	125175	2.57
22017	county	Caddo Parish	Caddo	Louisiana	LA	6	14.51959514	32.577195	-93.882423	251460	2.53
22019	county	Calcasieu Parish	Calcasieu	Louisiana	LA	6	13.41844093	30.229559	-93.358015	198788	2.57
22021	county	Caldwell Parish	Caldwell	Louisiana	LA	6	15.64038906	32.101244	-92.11418	9993	2.46
22023	county	Cameron Parish	Cameron	Louisiana	LA	6	12.35959493	29.871989	-93.165437	6817	2.67
22025	county	Catahoula Parish	Catahoula	Louisiana	LA	6	16.43249974	31.666517	-91.846703	10147	2.52
22027	county	Claiborne Parish	Claiborne	Louisiana	LA	6	18.27376927	32.827585	-92.991125	16295	2.67
22029	county	Concordia Parish	Concordia	Louisiana	LA	6	18.43532084	31.469805	-91.626314	20142	2.51
22031	county	De Soto Parish	De Soto	Louisiana	LA	6	15.63992164	32.059248	-93.740797	27052	2.58
22033	county	East Baton Rouge Parish	East Baton Rouge	Louisiana	LA	6	13.14070105	30.544002	-91.093174	446753	2.57
22035	county	East Carroll Parish	East Carroll	Louisiana	LA	6	20.31663964	32.73017	-91.234141	7307	2.62
22037	county	East Feliciana Parish	East Feliciana	Louisiana	LA	6	14.62490535	30.839784	-91.043434	19696	2.54
22039	county	Evangeline Parish	Evangeline	Louisiana	LA	6	17.89596681	30.720693	-92.404086	33743	2.64
22041	county	Franklin Parish	Franklin	Louisiana	LA	6	18.28219822	32.138278	-91.672101	20410	2.49
22043	county	Grant Parish	Grant	Louisiana	LA	6	15.06922522	31.597787	-92.561716	22343	2.6
22045	county	Iberia Parish	Iberia	Louisiana	LA	6	14.52528618	29.606013	-91.842706	74103	2.71
22047	county	Iberville Parish	Iberville	Louisiana	LA	6	15.25792173	30.288394	-91.36315	33095	2.64
22049	county	Jackson Parish	Jackson	Louisiana	LA	6	16.79945932	32.30448	-92.556672	15858	2.54
22051	county	Jefferson Parish	Jefferson	Louisiana	LA	6	13.78473977	29.5033	-90.036231	436275	2.57
22053	county	Jefferson Davis Parish	Jefferson Davis	Louisiana	LA	6	15.75613564	30.269529	-92.816221	31439	2.67
22055	county	Lafayette Parish	Lafayette	Louisiana	LA	6	11.69123773	30.206507	-92.06417	240098	2.54
22057	county	Lafourche Parish	Lafourche	Louisiana	LA	6	13.73349044	29.491992	-90.394849	98325	2.7
22059	county	La Salle Parish	La Salle	Louisiana	LA	6	14.92332501	31.680836	-92.161809	14974	2.45
22061	county	Lincoln Parish	Lincoln	Louisiana	LA	6	16.17644312	32.601148	-92.662082	47774	2.56
22063	county	Livingston Parish	Livingston	Louisiana	LA	6	11.78807231	30.440419	-90.727474	137788	2.8
22065	county	Madison Parish	Madison	Louisiana	LA	6	18.49999552	32.365824	-91.240729	11514	2.58
22067	county	Morehouse Parish	Morehouse	Louisiana	LA	6	16.98837012	32.820008	-91.800399	26395	2.55
22069	county	Natchitoches Parish	Natchitoches	Louisiana	LA	6	16.48250163	31.734982	-93.086106	39179	2.57
22071	county	Orleans Parish	Orleans	Louisiana	LA	6	14.86529506	30.068636	-89.939007	389617	2.32
22073	county	Ouachita Parish	Ouachita	Louisiana	LA	6	13.96852859	32.477495	-92.154798	156761	2.57
22075	county	Plaquemines Parish	Plaquemines	Louisiana	LA	6	11.7526815	29.402337	-89.298489	23495	2.68
22077	county	Pointe Coupee Parish	Pointe Coupee	Louisiana	LA	6	14.95390038	30.708319	-91.604621	22251	2.55
22079	county	Rapides Parish	Rapides	Louisiana	LA	6	15.47674226	31.193204	-92.535953	132141	2.68
22081	county	Red River Parish	Red River	Louisiana	LA	6	15.47472501	32.101213	-93.34905	8593	2.66
22083	county	Richland Parish	Richland	Louisiana	LA	6	15.65719492	32.418121	-91.758374	20523	2.59
22085	county	Sabine Parish	Sabine	Louisiana	LA	6	16.38114971	31.560209	-93.559228	24186	2.6
22087	county	St. Bernard Parish	St. Bernard	Louisiana	LA	6	13.70451875	29.91811	-89.263494	45408	2.81
22089	county	St. Charles Parish	St. Charles	Louisiana	LA	6	11.30580942	29.913833	-90.359314	52812	2.81
22091	county	St. Helena Parish	St. Helena	Louisiana	LA	6	17.63494572	30.821423	-90.70935	10567	2.65
22093	county	St. James Parish	St. James	Louisiana	LA	6	12.90971577	30.02482	-90.793956	21567	2.78
22095	county	St. John the Baptist Parish	St. John the Baptist	Louisiana	LA	6	12.96981834	30.117471	-90.504677	43626	2.87
22097	county	St. Landry Parish	St. Landry	Louisiana	LA	6	16.31448237	30.583441	-91.989274	83848	2.66
22099	county	St. Martin Parish	St. Martin	Louisiana	LA	6	14.12562225	30.121433	-91.611481	53835	2.76
22101	county	St. Mary Parish	St. Mary	Louisiana	LA	6	15.69597369	29.629349	-91.463804	52810	2.65
22103	county	St. Tammany Parish	St. Tammany	Louisiana	LA	6	11.39673179	30.410022	-89.951962	250088	2.68
22105	county	Tangipahoa Parish	Tangipahoa	Louisiana	LA	6	14.95713057	30.621581	-90.406633	128755	2.69
22107	county	Tensas Parish	Tensas	Louisiana	LA	6	18.41041667	32.001489	-91.342576	4740	2.33
22109	county	Terrebonne Parish	Terrebonne	Louisiana	LA	6	12.71185884	29.333266	-90.844191	113972	2.81
22111	county	Union Parish	Union	Louisiana	LA	6	16.19137122	32.829349	-92.37565	22477	2.6
22113	county	Vermilion Parish	Vermilion	Louisiana	LA	6	14.17778034	29.786872	-92.29009	59875	2.66
22115	county	Vernon Parish	Vernon	Louisiana	LA	6	13.60787144	31.110563	-93.18152	50803	2.76
22117	county	Washington Parish	Washington	Louisiana	LA	6	17.64419606	30.852144	-90.046253	46371	2.57
22119	county	Webster Parish	Webster	Louisiana	LA	6	16.7023873	32.732152	-93.339825	40021	2.5
22121	county	West Baton Rouge Parish	West Baton Rouge	Louisiana	LA	6	12.38044568	30.464052	-91.309808	25490	2.65
22123	county	West Carroll Parish	West Carroll	Louisiana	LA	6	15.63208741	32.79248	-91.451998	11293	2.61
22125	county	West Feliciana Parish	West Feliciana	Louisiana	LA	6	13.72411968	30.872701	-91.421008	15385	2.84
22127	county	Winn Parish	Winn	Louisiana	LA	6	18.21052632	31.941187	-92.641269	14568	2.43
23001	county	Androscoggin County	Androscoggin	Maine	ME	1	13.85713181	44.167681	-70.207435	107233	2.37
23003	county	Aroostook County	Aroostook	Maine	ME	1	16.31144534	46.727057	-68.64941	68628	2.26
23005	county	Cumberland County	Cumberland	Maine	ME	1	11.42360197	43.808348	-70.330375	289977	2.34
23007	county	Franklin County	Franklin	Maine	ME	1	13.68846154	44.973012	-70.444727	29991	2.44
23009	county	Hancock County	Hancock	Maine	ME	1	13.39220924	44.564906	-68.370703	54659	2.17
23011	county	Kennebec County	Kennebec	Maine	ME	1	13.38252493	44.417012	-69.765764	119980	2.29
23013	county	Knox County	Knox	Maine	ME	1	13.79320408	44.042045	-69.038514	39855	2.28
23015	county	Lincoln County	Lincoln	Maine	ME	1	13.86457044	43.994264	-69.514029	33969	2.28
23017	county	Oxford County	Oxford	Maine	ME	1	13.81450435	44.494585	-70.734687	57202	2.47
23019	county	Penobscot County	Penobscot	Maine	ME	1	13.50180754	45.390602	-68.657487	152692	2.34
23021	county	Piscataquis County	Piscataquis	Maine	ME	1	16.36901175	45.917678	-69.104548	16931	2.2
23023	county	Sagadahoc County	Sagadahoc	Maine	ME	1	12.52894019	43.916694	-69.843994	35149	2.32
23025	county	Somerset County	Somerset	Maine	ME	1	14.62854018	45.507482	-69.97604	51113	2.36
23027	county	Waldo County	Waldo	Maine	ME	1	13.9218653	44.505361	-69.139677	39155	2.32
23029	county	Washington County	Washington	Maine	ME	1	16.27250887	44.967009	-67.609354	31625	2.2
23031	county	York County	York	Maine	ME	1	11.43414729	43.427239	-70.670402	201169	2.41
24001	county	Allegany County	Allegany	Maryland	MD	3	14.94513752	39.612309	-78.703108	72528	2.34
24003	county	Anne Arundel County	Anne Arundel	Maryland	MD	3	9.158506729	38.993374	-76.560511	564195	2.65
24005	county	Baltimore County	Baltimore	Maryland	MD	3	11.15814448	39.443167	-76.616569	831128	2.52
24009	county	Calvert County	Calvert	Maryland	MD	3	8.523748831	38.521357	-76.525864	90595	2.87
24011	county	Caroline County	Caroline	Maryland	MD	3	13.11580186	38.871531	-75.831631	32579	2.73
24013	county	Carroll County	Carroll	Maryland	MD	3	8.776861399	39.563189	-77.015512	167627	2.73
24015	county	Cecil County	Cecil	Maryland	MD	3	10.33519664	39.562352	-75.941584	102382	2.74
24017	county	Charles County	Charles	Maryland	MD	3	8.658720809	38.472853	-77.015427	156118	2.88
24019	county	Dorchester County	Dorchester	Maryland	MD	3	14.64634013	38.429196	-76.047433	32384	2.39
24021	county	Frederick County	Frederick	Maryland	MD	3	8.976994083	39.470427	-77.397626	245322	2.69
24023	county	Garrett County	Garrett	Maryland	MD	3	13.31726556	39.529871	-79.269416	29460	2.45
24025	county	Harford County	Harford	Maryland	MD	3	9.367610617	39.537429	-76.299789	250290	2.7
24027	county	Howard County	Howard	Maryland	MD	3	8.632679212	39.252264	-76.924406	313414	2.74
24029	county	Kent County	Kent	Maryland	MD	3	14.48427717	39.239176	-76.1242	19787	2.46
24031	county	Montgomery County	Montgomery	Maryland	MD	3	10.40961523	39.137381	-77.203063	1040116	2.72
24033	county	Prince George's County	Prince George's	Maryland	MD	3	9.333822482	38.82588	-76.847272	909535	2.81
24035	county	Queen Anne's County	Queen Anne's	Maryland	MD	3	10.06528416	39.040693	-76.082405	48904	2.75
24037	county	St. Mary's County	St. Mary's	Maryland	MD	3	9.586678183	38.222666	-76.534271	111413	2.77
24039	county	Somerset County	Somerset	Maryland	MD	3	16.36979496	38.07445	-75.853323	25768	2.29
24041	county	Talbot County	Talbot	Maryland	MD	3	13.47586505	38.749427	-76.17913	37512	2.33
24043	county	Washington County	Washington	Maryland	MD	3	12.19189902	39.603621	-77.814671	149585	2.51
24045	county	Wicomico County	Wicomico	Maryland	MD	3	12.93001712	38.367389	-75.632206	102370	2.63
24047	county	Worcester County	Worcester	Maryland	MD	3	14.00284553	38.222133	-75.309931	51540	2.47
24510	county	Baltimore City	Baltimore City	Maryland	MD	3	14.56339806	39.300213	-76.610516	621849	2.47
25001	county	Barnstable County	Barnstable	Massachusetts	MA	1	13.41742824	41.798819	-70.211083	214333	2.21
25003	county	Berkshire County	Berkshire	Massachusetts	MA	1	13.13350707	42.375314	-73.213948	127828	2.24
25005	county	Bristol County	Bristol	Massachusetts	MA	1	13.58998671	41.748576	-71.087062	556772	2.54
25007	county	Dukes County	Dukes	Massachusetts	MA	1	10.5488781	41.380939	-70.701536	17299	2.8
25009	county	Essex County	Essex	Massachusetts	MA	1	11.61139013	42.642711	-70.865107	776043	2.56
25011	county	Franklin County	Franklin	Massachusetts	MA	1	12.08641379	42.583791	-72.591655	70601	2.29
25013	county	Hampden County	Hampden	Massachusetts	MA	1	14.51786661	42.136198	-72.635648	470690	2.53
25015	county	Hampshire County	Hampshire	Massachusetts	MA	1	10.491354	42.339459	-72.663694	161292	2.31
25017	county	Middlesex County	Middlesex	Massachusetts	MA	1	10.88086611	42.479477	-71.396507	1585139	2.52
25019	county	Nantucket County	Nantucket	Massachusetts	MA	1	10.09529825	41.305878	-70.14191	10925	2.4
25021	county	Norfolk County	Norfolk	Massachusetts	MA	1	10.72447886	42.169702	-71.179875	696023	2.56
25023	county	Plymouth County	Plymouth	Massachusetts	MA	1	10.59935765	41.987196	-70.741942	510393	2.7
25025	county	Suffolk County	Suffolk	Massachusetts	MA	1	14.41701803	42.33196	-71.020173	778121	2.39
25027	county	Worcester County	Worcester	Massachusetts	MA	1	11.81097132	42.311693	-71.940282	818963	2.59
26001	county	Alcona County	Alcona	Michigan	MI	5	18.2742711	44.682535	-82.83408	10349	2.19
26003	county	Alger County	Alger	Michigan	MI	5	15.19172027	47.080077	-86.564108	9383	2.34
26005	county	Allegan County	Allegan	Michigan	MI	5	11.28225654	42.595787	-86.634745	114625	2.64
26007	county	Alpena County	Alpena	Michigan	MI	5	15.34219783	44.894954	-83.426574	28803	2.24
26009	county	Antrim County	Antrim	Michigan	MI	5	14.17343373	45.005456	-85.175625	23154	2.39
26011	county	Arenac County	Arenac	Michigan	MI	5	15.71453488	44.03687	-83.740675	15261	2.39
26013	county	Baraga County	Baraga	Michigan	MI	5	14.2380597	46.696068	-88.356022	8575	2.07
26015	county	Barry County	Barry	Michigan	MI	5	11.50215054	42.582811	-85.31455	59314	2.59
26017	county	Bay County	Bay	Michigan	MI	5	13.77334085	43.699711	-83.978701	105659	2.4
26019	county	Benzie County	Benzie	Michigan	MI	5	14.32984065	44.648621	-86.494317	17457	2.23
26021	county	Berrien County	Berrien	Michigan	MI	5	13.72281184	41.792639	-86.741822	154636	2.51
26023	county	Branch County	Branch	Michigan	MI	5	13.48727895	41.918585	-85.066523	43664	2.64
26025	county	Calhoun County	Calhoun	Michigan	MI	5	14.09792322	42.24299	-85.012385	134314	2.47
26027	county	Cass County	Cass	Michigan	MI	5	13.56371552	41.91624	-85.999457	51657	2.63
26029	county	Charlevoix County	Charlevoix	Michigan	MI	5	13.68028274	45.513164	-85.450392	26238	2.41
26031	county	Cheboygan County	Cheboygan	Michigan	MI	5	16.2034961	45.47612	-84.495271	25427	2.24
26033	county	Chippewa County	Chippewa	Michigan	MI	5	13.85448237	46.321819	-84.52063	38033	2.33
26035	county	Clare County	Clare	Michigan	MI	5	18.28289881	43.991137	-84.838325	30553	2.29
26037	county	Clinton County	Clinton	Michigan	MI	5	10.05065013	42.950455	-84.591695	77390	2.63
26039	county	Crawford County	Crawford	Michigan	MI	5	16.07556615	44.680208	-84.611132	13801	2.37
26041	county	Delta County	Delta	Michigan	MI	5	14.66638867	45.805101	-86.901373	36377	2.29
